name,latitude,longitude,rating,number_of_reviews,affluence
নিঝুম পার্ক এন্ড রেস্টুরেন্ট,23.258890100000002,91.1013304,5.0,4.0,
Khaza Necaria Hotel and restrudent,23.2427503,91.1205954,0.0,,
AL-BAIK restaurant,23.2394194,91.123859,3.0,6.0,
হাবিব বিরিয়ানি এন্ড কফি হাউজ,23.2544538,91.1396679,0.0,,
Dhaka Burger,23.238429999999997,91.1233101,4.5,2.0,
বাবুল টি ষ্টোর,23.2293609,91.1380747,5.0,1.0,
আনোয়ার চটপটি হাউজ,23.2380155,91.12372490000001,0.0,,
Food Heaven- Laksam,23.2362062,91.1205086,4.5,4.0,
Mokka Hotel & Restaurant,23.254971899999997,91.12280290000001,3.8,6.0,
রেডিসন চাইনিজ এন্ড পার্টি সেন্টার - Best Restaurant in Laksam,23.238142,91.1237792,3.7,46.0,
Haji Biriyani,23.2381027,91.1239207,3.9,16.0,
"Laksam,noyakhali Rellway-road.",23.238569199999997,91.1205825,4.2,17.0,
Sojib Group,23.2448524,91.1211746,0.0,,
Habib Biriyani & Coffee House,23.2544307,91.13963040000002,0.0,,
আজমিরী হোটেল এন্ড রেস্টুরেন্ট,23.2547972,91.1232696,3.9,15.0,
Laksam Kacchi Bai (কাচ্চি ভাই),23.2381188,91.1237362,0.0,,
Anika tahsin,23.238429999999997,91.1233101,1.0,1.0,
Al Arafat Restaurant,23.2384576,91.1236015,3.3,4.0,
সিংসজোড় পশ্চিম পাড়া,23.238429999999997,91.1233101,0.0,,
Trust Time Pass,23.2388826,91.1195985,5.0,1.0,
হোটেল অফ এশিয়া,23.2399977,91.1168745,4.2,44.0,
Comilla Restora 2,23.240005399999998,91.1205545,3.8,220.0,$
কুমিল্লা রেস্তোরাঁ,23.2386137,91.1162554,3.7,7.0,
জিরো পয়েন্ট || Zero Point,23.232559100000003,91.117712,4.0,4.0,
মাহাবুব বিরিয়ানি হাউজ,23.2551314,91.12114670000001,0.0,,
Al Madina Sweets,23.2388877,91.120289,4.1,45.0,
Makka Biriani House,23.2379782,91.1237222,3.9,8.0,
Zamzam Sweets & Restaurent,23.2385106,91.1238965,4.0,32.0,
আগমন ফুড পার্ক এন্ড কমিউনিটি সেন্টার,23.2634029,91.1241886,4.0,192.0,
Meghna Hotel & Restaurant,23.2555753,91.1210753,4.3,3.0,
Byhan Hotel & Restaurant,23.2383707,91.1229467,3.3,7.0,
Kutum bari restaurant,23.2331212,91.1181171,4.0,5.0,
Cafe Catering & Avizat Hotel.,23.255066199999998,91.1231955,5.0,1.0,
Suruj Mia's Hotel,23.239500399999997,91.1177509,5.0,2.0,
AZMIR HOTEL,23.239037699999997,91.11919559999998,4.5,4.0,
আল্লাহর দান হোটেল এন্ড রেষ্টুরেন্ট,23.255315399999997,91.1211401,4.4,7.0,
aklima hotel & restaurent,23.235028399999997,91.116529,5.0,1.0,
Beauty Hotel and Restaurant,23.237709600000002,91.1199765,5.0,1.0,
Hotel Mohammodiya & Biriany House,23.238376300000002,91.123573,5.0,2.0,
লোকমান চা স্টোর,23.238549,91.1223795,5.0,1.0,
Hazi Biriany House,23.2384746,91.123807,3.3,4.0,
লালমাই হোটেল এন্ড রেস্টুরেন্ট,23.3561877,91.14632320000001,5.0,1.0,
ক্যাফে ডাকাতিয়া,23.3455262,91.16025920000001,0.0,,
ভাই ভাই র্ভতার হোটেল এন্ড রেস্তোরাঁ,23.360912399999997,91.1491854,5.0,2.0,
নিরিবিলি রেস্তোরা এন্ড মেজবানি,23.3553437,91.146682,5.0,2.0,
Shahjalal Hotel,23.3596199,91.14882990000001,4.3,3.0,
ওহাব হোটেল এন্ড রেস্টুরেন্ট,23.357764000000003,91.1474215,4.1,128.0,
resturent,23.363026,91.14750129999999,0.0,,
আল্লাহর দান ফাস্টফুড চটপটি ফুচকা হালিম ক্যাফে,23.3400133,91.146845,5.0,3.0,
Bhai Bhai Hotel & Restaurant,23.3555735,91.1466643,4.0,12.0,
সাগর-সৈকত হোটেল এন্ড মিষ্টি বিতান,23.3578108,91.1479603,3.5,6.0,
Cumilla hatchery quarter,23.3687984,91.1401155,5.0,2.0,
"Kabir store,mongul mura",23.3561741,91.1599084,0.0,,
হোটেল আল রাজ্জাক,23.376960699999998,91.1338687,4.0,1.0,
নূর চটপটি হাউজ বাগমারা /পারভেজ আলম/,23.3386453,91.1463046,4.0,4.0,
মেঘনা ক্যাফেটেরিয়া এন্ড জুস হাউজ,23.634533100000002,90.7051468,5.0,1.0,
আরাম আয়েশ রেস্টুরেন্ট,23.6283417,90.6983175,0.0,,
Munshi Gazi Hotel,23.6282914,90.7029993,5.0,1.0,
AJ.RAYEM BADSHA,23.626284,90.7015207,0.0,,
সোনারচর চর দক্ষিনপাড়া অটো স্ট্যান্ড,23.6116969,90.7180574,5.0,1.0,
ইসরাফিল ভাইয়া,23.112063199999998,91.1177573,5.0,1.0,
Safsyet,23.11241,91.11529240000002,0.0,,
New Sheraton Restaurant,23.1123707,91.1157238,3.8,29.0,
হাজী কাচ্চি ঘর (Haji kacchi Ghor),23.1121089,91.11587840000001,3.0,1.0,
খাঁন হোটেল এন্ড রেস্টুরেন্ট,23.1126618,91.11499090000001,0.0,,
Farid Tea stall,23.098693100000002,91.12662270000001,5.0,3.0,
Montu Tea Stall,23.1272962,91.12711440000001,5.0,1.0,
নুরু রেস্টুরেন্ট,23.1297802,91.1358858,4.3,3.0,
রাইয়ান স্টোর,23.1300716,91.101377,5.0,1.0,
পুজকরা বাজার আলী ষ্টোর,23.1271178,91.127191,4.0,4.0,
সুজন টি স্টোর,23.715836399999997,90.9366845,3.0,2.0,
মহোন স্টোর,23.1623633,91.2080717,0.0,,
Food Station ফুড ষ্টেশন,23.1675748,91.1989858,5.0,7.0,
আর্মির দোকান,23.184855300000002,91.2015951,5.0,2.0,
কুয়েত রেস্তোরাঁ,23.166838100000003,91.1968786,3.0,2.0,
নান্না বিরিয়ানী হাউজ- Nanna Biriany House,23.167590399999998,91.19831009999999,5.0,1.0,
Bahrine Restauernt,23.170183899999998,91.1992173,4.0,1.0,
RESTAURANTS,23.1652728,91.19856170000001,5.0,2.0,
"নবাব শাহী বিরিয়ানী, নাঙ্গলকোট",23.1669471,91.1993874,0.0,,
(ভূইয়া কিচেন) BHUIYAN KITCHEN,23.1668398,91.1968607,1.0,1.0,
মেসার্স আব্দুর রহিম স্টোর,23.1675318,91.1982373,0.0,,
Raj Food & Juice Bar,23.1673836,91.1991915,5.0,1.0,
Mijan Hotel,23.1668555,91.1955557,5.0,2.0,
Mohammed house,23.1841612,91.2031662,1.0,1.0,
tania hotel,23.1683302,91.1997534,4.1,105.0,
হাবিব ষ্টোর,23.1694067,91.1977616,5.0,2.0,
সাজু,23.1694067,91.1977616,0.0,,
Patwer Uttorpara Dokan,23.1694067,91.1977616,0.0,,
বিসমিল্লাহ সুইটস,23.1681828,91.1996917,4.0,1.0,
Mohon Store,23.1572517,91.21219,3.3,3.0,
Food Park Resort & Restaurant,23.16744,91.1923294,3.8,5.0,
আমাদের দোকান,23.187885,91.203032,3.7,3.0,
তুলাপুকুরিয়া হাবা হোটেল,23.168840600000003,91.2074507,4.0,1.0,
Al Modina Hotel,23.1678071,91.1987184,3.6,5.0,
Butterfly,23.167874899999997,91.1990198,4.8,6.0,
স্বপ্নচুঁড়া রিসোর্ট এন্ড কাবাব হাউজ,23.174936600000002,91.1989437,3.5,53.0,$
মেসার্স ইমন কনফেকশনারী এন্ড টেলিকম,23.175469399999997,91.1833043,0.0,,
সুজন হোটেল,23.167981899999997,91.19980809999998,4.0,6.0,
তিতাস ফ্রাই চিকেন এন্ড বিরিয়ানি হাউজ,23.6088588,90.79793609999999,4.0,1.0,
Al-bari sweets & Restaurant,23.602261499999997,90.8349859,0.0,,
কুঁড়েঘর ক্যাফে এন্ড রেস্টুরেন্ট,23.618593100000002,90.7978988,5.0,6.0,
Al-Bari Restaurant,23.620379800000002,90.8259448,4.5,2.0,
Merchant Home Nayem Aryean,23.588227399999997,90.8079337,4.8,4.0,
Green leaf restitution,23.6044936,90.79796309999999,3.5,2.0,
বিসমিল্লাহ কমিউনিটি সেন্টার,23.6189763,90.79776170000001,4.6,8.0,
খাজা শাহী হালিম,23.5950402,90.8362204,4.0,4.0,
MEET RESTAURANT,23.0394813,91.5139028,4.9,10.0,
Moubon Sweets and Restaurant,23.0394999,91.5140762,4.0,364.0,$$
Bangladesh Restaurant,23.0389771,91.5144812,3.0,1.0,
Food Zone,23.039137399999998,91.5150093,4.2,26.0,
আরাফাত হোটেল এন্ড বিরিয়ানী হাউজ,23.026626,91.5251835,1.0,1.0,
কিছুক্ষণ কুলিং কর্ণার দোকান,23.0395972,91.5097288,0.0,,
হাজী বিরিয়ানি হাউস,23.0395092,91.5142255,5.0,1.0,
মদিনা হোটেল,23.022184,91.5165487,5.0,3.0,
Bismillah Hotel,23.0397254,91.5157516,0.0,,
Anwar Hotel,23.040081,91.5195684,0.0,,
Comok hotel চমক,23.039498000000002,91.5140792,0.0,,
CFC,23.03961,91.5159621,4.2,5.0,$$
Kasham Garden,23.035939000000003,91.513245,0.0,,
Chowdhury Gazi Badi,23.039162899999997,91.5202108,5.0,1.0,
জালালিয়া সুইটস এন্ড পেষ্ট্রি সপ ছাগলনাইয়া,23.039290100000002,91.513067,5.0,3.0,
mahin ti stal,23.031996399999997,91.5158195,0.0,,
আম্মানী বিরিয়ানি হাউজ,23.038375100000003,91.5172168,0.0,,
New Bangla Hotel,23.0398084,91.5162722,4.2,5.0,
Misti Mela and Biriyani House,23.0394835,91.5139595,0.0,,
নবান্ন ফুড এন্ড কাবাব এন্ড বিরিয়ানি হাউজ,22.9820153,91.3162139,4.0,3.0,
Relax Kabab House and Community centre.,22.96715,91.304105,5.0,5.0,
Keronia fast food and Cafe,22.9608272,91.29591490000001,0.0,,
Maizuddin Bhuiya Badi,22.9702215,91.3223998,5.0,1.0,
সিরাজ ষ্টোর,22.9809207,91.3142944,3.7,3.0,
Masud Store,22.982592,91.3164275,5.0,2.0,
মন্নান চটপটি হাউজ,22.9781913,91.3127634,5.0,3.0,
মায়ের দোয়া হোটেল,22.141595600000002,90.229513,0.0,,
Last bite restaurent.,22.131960999999997,90.230957,4.0,1.0,
Royal Hotel and Restaurant,22.134110800000002,90.2329573,4.0,51.0,$
Vokto Hotel & Restaurant,22.133615600000002,90.2305411,4.0,2.0,
জামাই হোটেল,22.137111100000002,90.2245381,5.0,1.0,
হোটেল দোহা আল মুত্তাকীন এন্ড রেস্তোরাঁ,22.133412,90.2309241,3.0,1.0,
Hotel Sokal Sondha,22.1329075,90.2304785,4.0,54.0,
তাজমহল ক্যাফে এন্ড পার্টিসেন্টার (Taj Mahal Cafe & Party Center),22.132136199999998,90.2306877,4.3,4.0,
গোপাল দা'এর সিংগারা পয়েন্ট,22.134345899999996,90.2231277,5.0,4.0,
Cafe Delight,22.138641399999997,90.2267026,4.6,9.0,
food bank,22.1338216,90.2362103,4.4,5.0,
Biswas Hotel & Restora,22.1325806,90.2303836,4.7,7.0,
আলিফা মহল,22.142062600000003,90.2324107,0.0,,
rohim tea stol,22.1338216,90.2362105,0.0,,
ভাই এর পেম কাহিনী,22.1338216,90.2362105,0.0,,
মুনিম,22.142917899999997,90.233381,5.0,1.0,
Pairarpar Hotel,22.1343307,90.2231782,3.0,4.0,
Pasu Store.,22.1423403,90.23811579999999,5.0,3.0,
Dhoha Hotel and Restaurant,22.1335089,90.23087209999998,3.6,13.0,
ভাই ভাই হোটেল,22.1406981,90.229068,3.3,11.0,
সোহরাবের হোটেল,22.3188907,90.0966671,5.0,1.0,
Gazi Restaurant,22.3094451,90.0937403,4.3,3.0,
মেসার্স সরদার ফিড,22.3101933,90.0938375,0.0,,
সুভাষ মিস্টান্ন ভান্ডার,22.308819399999997,90.0939119,3.7,15.0,
রিপন মিষ্টান্ন ভান্ডার Ripon Sweet Store,22.309272600000003,90.0936825,4.0,1.0,
Pizzaro,22.3093272,90.0924437,5.0,5.0,
Love Bird Restaurant & Cafe,22.1579582,90.1196906,3.9,26.0,
"Gazi Kitchen গাজী কিচেন,বরগুনা",22.1595294,90.1197834,4.2,62.0,
RIVER VIEW Chinese Restaurant & Party Center,22.1598081,90.11532779999999,4.2,75.0,
মতুয়া সিংগারা পয়েন্ট,22.1678682,90.1201352,2.0,1.0,
মামা খিচুড়ী,22.1605051,90.1200636,0.0,,
মামার দোকান,22.1605051,90.1200636,0.0,,
সীতাকুঞ্জ থ্রি ব্রাদার আশুতোষ,22.168802,90.119433,0.0,,
রুহুল আমিন স্টোর,22.157757,90.1047486,0.0,,
আল্লাহর দান ভাতের হোটেল,22.1589152,90.1109925,5.0,1.0,
স্বপ্ন হোটেল,22.1719507,90.1130661,4.8,8.0,
Mollah Kitchen। মোল্লা কিচেন,22.1545891,90.11054859999999,4.5,2.0,
হালুইপট্টী,22.1592701,90.11972340000001,0.0,,
Coffe House,22.1606292,90.1244501,0.0,,
হোটেল বে অব বেঙ্গল,22.158966,90.1203536,4.1,162.0,
"চিকেন পয়েন্ট, বরগুনা।",22.1579697,90.1196939,0.0,,
"Hotel Takdir, Barguna",22.16095,90.121635,4.4,11.0,
মামা রেস্টুরেন্ট,22.1544922,90.1120184,0.0,,
Sultan's Dine,22.159393100000003,90.1196188,0.0,,
Shayon Chandra Hawlader,22.173269199999996,90.10507159999999,5.0,1.0,
চাচ চাচির ভাতের হোটেল,22.1546967,90.1104343,0.0,,
Mom's cafe & food freedom kitchen,22.157031600000003,90.11183570000001,5.0,2.0,
Formal Food's Barguna,22.1568329,90.1138125,5.0,2.0,
"Matial Cafe & Mini Chinese, Barguna",22.1580815,90.1196839,3.3,3.0,
Hotel 619 half,22.1560669,90.1120994,0.0,,
Mone,22.169893899999998,90.1124419,0.0,,
Bismillah store,22.1606317,90.1199025,0.0,,
Fanai kitchen,22.1569378,90.1350199,4.7,3.0,
মাদিনা মিষ্টি ঘর Madina Misty House,22.160398800000003,90.1203621,0.0,,
Hotel Taj and Restaurant,22.159957000000002,90.119075,3.8,124.0,$
Ruchita Foods,22.1603364,90.1197539,4.0,72.0,
আল আমিন মিষ্টি ও দধি ঘর(Al Amin Sweet and yogurt house),22.160374899999997,90.1204829,5.0,3.0,
ছগির হোটেল,22.1612353,90.1235459,3.0,1.0,
Samir tea steals,22.1566946,90.1183723,0.0,,
Jafor best tea stoll in barguna,22.1473047,90.112278,3.5,2.0,
আনন্দ ফাস্ট ফুড,22.1603414,90.1183022,5.0,1.0,
Blue Zone Restaurant,22.158175399999998,90.1159745,3.7,3.0,
Star Hotel and Restaurent স্টার হোটেল এন্ড রেষ্টুরেন্ট,22.1598213,90.1188093,4.0,26.0,
Hotel Bay of Bangal,22.157885,90.1144079,0.0,,
"Officer's Club Cafeteria, Barguna",22.1584466,90.1254573,3.9,12.0,
বাগানবাড়ি আড্ডা ঘর,22.158360000000002,90.1177967,3.5,19.0,
মেসার্স হাওলাদার এস্টোর,22.161757,90.115453,3.0,3.0,
Mini fastfood,22.158688199999997,90.1197714,4.0,1.0,
মস্তফার ডাইল আলুভর্তা,22.1621181,90.1247395,5.0,1.0,
মেসার্স হাওলাদার স্টোর,22.160506299999998,90.11982840000002,1.0,1.0,
All-Modina Hotel & Restaurant,22.1611832,90.1241021,4.0,2.0,
হোটেল আল্লার দান,22.1602103,90.120463,5.0,1.0,
Ruchita Bekary,22.151784399999997,90.1338268,4.0,6.0,
Town Hall bridge,22.1619715,90.1249306,5.0,7.0,
M. Ali Hotel,22.1595598,90.117921,3.6,21.0,
Star Hotel And Restaurant,22.1600299,90.1187347,5.0,1.0,
Biren Tea Stall,22.1588124,90.119817,4.4,7.0,
"Chicken Point, Barguna",22.1582243,90.1196582,2.4,12.0,
Akon Food place,22.4109498,90.168611,3.8,9.0,
হোটেল ও রেস্টুরেন্ট,22.4010452,90.1629958,0.0,,
Gopal Mistanno Vander,22.4187412,90.1639276,4.0,51.0,$
আয়শা চটপটি হাউস এন্ড ফাস্ট ফুড,22.4128575,90.15807640000001,0.0,,
রাসেল কেন্টিন,22.4159821,90.164755,4.7,6.0,
Raju Coffee & Parata Shop,22.427039999999998,90.16149,0.0,,
সেন ডেইরি ফার্ম,22.4342979,90.16215859999998,0.0,,
জুবায়ের মিষ্টান্ন ভান্ডার বেতাগী শাখা,22.416771899999997,90.16476120000002,3.4,5.0,
বেলায়েত হোটেল,22.0444717,89.9712316,0.0,,
বিসমিল্লাহ বেকারী,22.0436525,89.9692213,5.0,2.0,
Shahjahan Mia's Hotel,22.043620800000003,89.97136599999997,0.0,,
Brother Restaurant,22.0438443,89.971295,3.8,5.0,
Bismillah Restaurant,22.0437945,89.97137549999998,4.0,6.0,
নতুন বাজার,22.0464281,89.97494879999998,0.0,,
Sinthia Restaurant,22.0435758,89.97462630000003,3.7,24.0,
"তাজ হোটেল পাথরঘাটা, বরগুনা",22.0485812,89.97579709999998,3.8,5.0,
Munsi Restora,22.051735,89.96541329999998,4.1,7.0,
Mom's Blessing Fastfood Restaurant,22.0353924,89.98825360000002,0.0,,
Hotel Niribili,22.043542600000002,89.97085559999998,3.3,3.0,
হাওলাদার নিবাস,22.0441628,89.97458909999999,3.5,2.0,
Anisur Rahman Restaurant,22.050318,89.9731484,4.0,6.0,
শাহজাহান মিয়ার হোটেল,22.0437407,89.97142529999998,3.8,8.0,
Bahrain Mini Chinese Restaurant,22.043748,89.97191079999997,3.4,5.0,
Charmonai Hotel & Restaurant,22.042231899999997,89.9692163,3.9,8.0,
Chicken market,22.043446199999998,89.97462359999999,4.0,1.0,
ঘোষ মিষ্টান্ন ভান্ডার,22.9656514,90.1792631,4.3,80.0,$
Vai vai hotel & restaurant ( ভাই ভাই হোটেল এন্ড রেস্টুরেন্টে),22.9711338,90.15986540000002,5.0,2.0,
Ghosh Mistanno Vander,22.9633893,90.1796498,0.0,,
Rabiul store,22.971329100000002,90.1635442,0.0,,
Rabiul store,22.9636201,90.1525577,0.0,,
ভাই বোন হোটেল এন্ড রেস্টুরেন্ট,22.9652687,90.17860870000001,5.0,7.0,
শ্রী দূর্গা মিষ্টান্ন ভান্ডার,22.9656712,90.1790784,4.3,50.0,
Shanti Ranjan Mistanna Bhandar,22.9682897,90.1564235,4.0,27.0,
Cool Time Coffee House,22.975437799999998,90.1568422,4.2,29.0,
কুঠিবাড়ি / Kuthibari,22.9708085,90.1458927,5.0,2.0,
Rana Bakery,22.9650173,90.1781084,5.0,1.0,
ক্যাফে সানরাইজ-2 Caffe Sunrise-2,22.967632100000003,90.1678853,3.7,37.0,
Nabil Restaurant,22.964047,90.184783,5.0,2.0,
Jakir store,22.969006399999998,90.159341,4.7,3.0,
Mujai Hotel,22.9677598,90.1550785,0.0,,
Kalu store,22.9521852,90.17245770000001,0.0,,
De Burgrill Thai and Chines Restaurant,22.817857699999998,90.3247465,3.9,8.0,
Mehedi Resturant,22.8118254,90.3434646,2.0,1.0,
কবির মিষ্টি ভান্ডার,22.828121600000003,90.3221843,4.4,7.0,
মেহেদী হাসান হোটেল এন্ড রেস্টুরেন্ট,22.8150431,90.3444441,0.0,,
আরিফ পোল্ট্রি এন্ড ফিড হাউস,22.8226078,90.322136,0.0,,
মুসলিম সুইটস্,22.819056200000002,90.321292,4.5,2.0,
মায়ের দোয়া হোটেল এন্ড রেস্টুডেন্ট,22.8152129,90.3438593,1.0,1.0,
Vai Vai Hotel,22.8073615,90.3027515,3.3,4.0,
B River Cafe,22.541591399999998,90.3372425,4.0,37.0,
হাজীর বিরিয়ানী হাউজ,22.5415787,90.33249570000001,4.5,2.0,
L.F.G Latest Food Garden,22.5415192,90.3324065,4.2,32.0,
Shapla Restora - শাপলা রেস্তোরাঁ।,22.5411012,90.3339321,4.3,3.0,
সুকন্যা ফুড কর্ণার,22.5417871,90.3375885,5.0,2.0,
জয়দেব সাহা মিষ্টান্ন ভান্ডার,22.5406355,90.3446793,4.8,4.0,
Aishwarya Biryani House',22.5396058,90.3386886,5.0,1.0,
জয় মিষ্টান্ন ভান্ডার,22.5421376,90.3394044,3.9,37.0,
Allhardan Fast Food Corner,22.5473268,90.3468019,5.0,2.0,
হলুদিয়া হোটেল এন্ড রেঁস্তোরা বাকেরগঞ্জ,22.5424168,90.3323271,5.0,3.0,
Salman shs,22.5409405,90.33888940000001,0.0,,
বাপ্পি মিষ্ঠন্ন ভান্ডার-Bappi mistana Bhandar,22.5413983,90.3324287,4.3,8.0,
জগাদীশ মিষ্টান্ন ভান্ডার,22.5421556,90.3393538,4.8,4.0,
Onnnorokom Restaurant (অন্যরকম রেস্টুরেন্ট),22.784561800000002,90.1589266,4.3,31.0,
CAFE NIGHTFALL,22.7857685,90.1562557,4.0,10.0,
Mollik Hotel And Restaurant,22.777312,90.1674329,0.0,,
আলী হোটেল,22.7849194,90.1570007,5.0,1.0,
Saha Mistanno Bhandar,22.7878006,90.1571363,4.0,1.0,
FoodGhar-হালাল ফুড,22.777507999999997,90.1687985,5.0,1.0,
হোটেল কাওসার,22.786423899999996,90.1562662,3.6,8.0,
জম্বদ্বীপ,22.773947399999997,90.1545016,4.3,3.0,
শাওন হোটেল,22.786288199999998,90.15632990000002,4.8,4.0,
Sugandha Hotel And Resturent,22.785378299999998,90.1562929,4.1,50.0,
New Banaripara Restaurant,22.7871271,90.1553297,0.0,,
Western Food Restaurant,22.7017668,90.3545586,4.0,22.0,
Arabella Barishal,22.7011154,90.35279090000002,4.3,23.0,
Honest Restaurant,22.705046,90.3628661,4.4,86.0,
Appetizer Cafe & Restaurant,22.7036305,90.3677499,3.9,52.0,
Tawa.,22.6985251,90.3551247,3.9,1043.0,$$
Nazem's,22.704759399999997,90.36644040000002,4.1,467.0,$$
Lake View Restaurant,22.7014771,90.3527781,3.9,782.0,$$
Khana Pina - Premium Casual Restaurant,22.7020626,90.36511429999999,4.2,20.0,
স্বপ্ন বিলাস বিরানী ঘর,22.6943171,90.35825329999999,5.0,1.0,
Hot Plate Restaurant,22.6971034,90.3682458,3.9,857.0,$$
Barishal King Restaurant,22.6930815,90.35460390000001,4.1,103.0,
মামা ভাগ্নে রেস্তোরা এন্ড রেস্টুরেন্ট,22.7015646,90.3668933,0.0,,
Garden Inn Restaurant,22.7017345,90.3698209,3.9,437.0,
Cafe Star,22.7020375,90.3649532,3.9,1062.0,$
FoodZ,22.708146600000003,90.3602852,4.0,113.0,
The mughal's kacchi & kabab,22.6971292,90.3688473,4.4,27.0,
Big Chef,22.701412100000002,90.3603263,3.9,146.0,$$
Food King,22.701483,90.362208,3.9,858.0,$$
Food station,22.7016565,90.3533086,5.0,2.0,
মাটির থালা,22.7014842,90.36814190000001,5.0,2.0,
ফাহিম হোটেল,22.707669199999998,90.3669209,0.0,,
Street Flavor,22.6935751,90.36912059999999,0.0,,
Mr. FOOD,22.704782,90.3659093,4.0,78.0,
শান্ত খাবার হোটেল,22.711526899999996,90.3613301,0.0,,
কাচ্চি মামা,22.7140808,90.3491278,3.5,6.0,
Foodee Express,22.6938527,90.3691037,3.8,515.0,$$
Yan Thai Chinese,22.7026365,90.3699438,4.2,11.0,
কস্তুরী রেঁস্তোরা,22.7140853,90.34915620000001,5.0,2.0,
Sokal Shondha Restaurant,22.7046081,90.37049420000001,4.0,704.0,$$
শফিক ভাইয়ের স্পেশাল ফাস্টফুড,22.701119199999997,90.35301159999999,5.0,1.0,
Lunch box,22.695182,90.3540634,0.0,,
আল্লার দান হোটেল এন্ড রেস্টুরেন্টে,22.701180800000003,90.360375,5.0,2.0,
BFG Restaurant,22.697222,90.36863879999999,4.0,438.0,$$
বাহারি ভোজ,22.7129523,90.348601,0.0,,
দারুচিনি,22.6935392,90.3628365,4.5,2.0,
KABAB Wala,22.6939377,90.3688543,4.0,1.0,
ভাই ভাই হোটেল এন্ড রেস্টুরেন্ট,22.7022214,90.3696339,0.0,,
বাদল ভাইয়ের রুটির দোকান,22.7008685,90.3525858,0.0,,
Shop,22.701002,90.353451,0.0,,
Shawarma House Restaurant,22.7011937,90.3572538,3.7,435.0,
Handi Korai,22.7005576,90.3698262,3.8,430.0,$$
Food Glory Restaurant,22.7046333,90.3658329,4.3,6.0,
বোসের হোটেল এন্ড রেস্টুরেন্ট,22.707499600000002,90.3685444,0.0,,
মুন্সি রেস্তোরাঁ এবং বিরিয়ানি হাউজ,22.7018987,90.3650429,0.0,,
হোটেল অতিথি সেবা,22.710196,90.350543,0.0,,
New Barisal Food Card,22.693775,90.3690026,0.0,,
হারুন ভাইয়ের চটপটি ও ফুচকার দোকান,22.6897012,90.3558215,4.0,1.0,
Chakrobarty Store,22.7103507,90.3642834,0.0,,
B.U. Caffe,22.7010021,90.35345110000002,0.0,,
সৃজন সুইট,22.7091849,90.3711223,0.0,,
আযম ভাইয়ের ভাতের হোটেল,22.689947600000004,90.3551413,5.0,1.0,
Nantu store,22.6981706,90.3636707,5.0,1.0,
মুসলিম হোটেল,22.7065325,90.361143,0.0,,
Shakal shanda hotal,22.7000126,90.3698877,0.0,,
Mirpur 1 Dhaka 1216,22.716189399999998,90.34747190000002,0.0,,
Food hackers,22.7140502,90.35446970000001,4.0,2.0,
Monihar Hotel and Restaurant,22.712645499999997,90.3652504,5.0,1.0,
Food Circle,22.696323100000004,90.36734090000002,4.7,6.0,
Bansher Konchi,22.7010017,90.3538316,4.7,3.0,
Yahoo Food Corner,22.6934749,90.369674,0.0,,
Chishte Midtown,22.8247456,90.525139,4.6,11.0,
শাহ জালাল হোটেল এন্ড রেষ্টুরেন্ট,22.823390600000003,90.5274507,5.0,1.0,
Rose Vally Cafeteria,22.8154508,90.52793709999999,5.0,2.0,
Nura alam,22.825381600000004,90.5269354,0.0,,
বিসমিল্লাহ ফাস্টফুড,22.8244987,90.526531,3.0,1.0,
Jewel food and beverage,22.8091707,90.54672140000001,4.8,5.0,
Rabbi asd,22.8250031,90.5267708,0.0,,
Shajalal Hotel,22.8239258,90.52751640000001,4.0,44.0,
আদি মধুমিতা গ্রীল এন্ড বরিয়ানী হাউস,22.8244428,90.5257954,5.0,3.0,
Abdullah fast-food,22.831590300000002,90.5318661,4.5,2.0,
BANGLA BAZAAR,22.8958492,90.3731765,4.2,12.0,
Mbnjhcf Gahsg Hsje,22.8876712,90.3889297,0.0,,
সুগন্ধা brdb,22.8875337,90.3889622,5.0,1.0,
সকাল সন্ধ্যা সুইটস,22.8162795,90.2443725,4.6,11.0,
সিকদার হোটেল,22.8307135,90.2571455,0.0,,
উজিরপুর মাছ বাজার,22.815890600000003,90.2445796,5.0,1.0,
DHALI Hotel ঢালী হোটেল,22.8159839,90.2442178,4.0,5.0,
মোগো বাড়ি,22.8342127,90.2537825,0.0,,
শাহজালাল ক্যাফে এন্ড রেস্টুরেন্ট,22.8310536,90.2565788,4.0,1.0,
Robin tee shope,22.831217000000002,90.256963,0.0,,
Queen Island Kitchen,22.685153699999997,90.6464734,4.4,33.0,
Bhola Shodor,22.6850853,90.64648309999998,4.5,84.0,
BFG Restaurant,22.683532100000004,90.6456064,4.0,343.0,
Food Factory,22.68779,90.640354,4.1,167.0,$
ওয়েলকাম মিষ্টান্ন ভান্ডার,22.6858867,90.645372,4.5,2.0,
ঢাকা বিরিয়ানী এন্ড দধি হাউজ,22.6961306,90.6433339,3.5,4.0,
আল্লাহর দান বিরিয়ানী এন্ড ফাস্টফুড,22.684538,90.6478296,3.0,1.0,
Chili Chinese Restaurant,22.6895354,90.6431667,3.9,28.0,
আজাদ কনফেকশনারী,22.6863839,90.6449653,4.0,13.0,
Streed Food corner,22.6847157,90.6472728,3.0,1.0,
গালফ বিরিয়ানি হাউজ,22.6850278,90.645166,5.0,2.0,
The southern port cafe and ice-cream bar,22.682312399999997,90.64645959999999,3.8,12.0,
Ismail Fastfood,22.6858358,90.6436618,4.0,18.0,
